title = "hydrus haverk"
variables = "z", "s_w"
zone t = "Flow variables, solution time =  0.6 hours       " i =   71, j =    1, k =    1,  f=point
0.7	0.850174216
0.69	0.850174216
0.68	0.849825784
0.67	0.849825784
0.66	0.849477352
0.65	0.849477352
0.64	0.849477352
0.63	0.84912892
0.62	0.84912892
0.61	0.848780488
0.6	0.848432056
0.59	0.848432056
0.58	0.848083624
0.57	0.847735192
0.56	0.84738676
0.55	0.847038328
0.54	0.847038328
0.53	0.846341463
0.52	0.845993031
0.51	0.845644599
0.5	0.845296167
0.49	0.844599303
0.48	0.844250871
0.47	0.843554007
0.46	0.842857143
0.45	0.842160279
0.44	0.841463415
0.43	0.840766551
0.42	0.840069686
0.41	0.83902439
0.4	0.837979094
0.39	0.836933798
0.38	0.835888502
0.37	0.834494774
0.36	0.833101045
0.35	0.831707317
0.34	0.829965157
0.33	0.828222997
0.32	0.826480836
0.31	0.824390244
0.3	0.82195122
0.29	0.819512195
0.28	0.816724739
0.27	0.81358885
0.26	0.81010453
0.25	0.805923345
0.24	0.80174216
0.23	0.796864111
0.22	0.790940767
0.21	0.78466899
0.2	0.776655052
0.19	0.767595819
0.18	0.756794425
0.17	0.744947735
0.16	0.732404181
0.15	0.718815331
0.14	0.703484321
0.13	0.68641115
0.12	0.666550523
0.11	0.641811847
0.1	0.608013937
0.09	0.5728223
0.08	0.534146341
0.07	0.48641115
0.06	0.436933798
0.05	0.394773519
0.04	0.365853659
0.03	0.354355401
0.02	0.352264808
0.01	0.351567944
0	0.351219512
