title = "hydrus haverk"
variables = "z", "s_w"
zone t = "Flow variables, solution time =  0.2 hours       " i =   71, j =    1, k =    1,  f=point
0.7	0.833101045
0.69	0.831010453
0.68	0.828571429
0.67	0.825783972
0.66	0.822648084
0.65	0.819163763
0.64	0.815679443
0.63	0.811149826
0.62	0.806620209
0.61	0.801045296
0.6	0.794773519
0.59	0.787804878
0.58	0.779094077
0.57	0.768641115
0.56	0.756097561
0.55	0.742857143
0.54	0.727874564
0.53	0.711498258
0.52	0.693031359
0.51	0.671777003
0.5	0.645296167
0.49	0.608013937
0.48	0.569686411
0.47	0.525783972
0.46	0.470383275
0.45	0.420557491
0.44	0.379094077
0.43	0.357491289
0.42	0.35261324
0.41	0.351567944
0.4	0.351219512
0.39	0.351219512
0.38	0.351219512
0.37	0.351219512
0.36	0.351219512
0.35	0.351219512
0.34	0.351219512
0.33	0.351219512
0.32	0.351219512
0.31	0.351219512
0.3	0.351219512
0.29	0.351219512
0.28	0.351219512
0.27	0.351219512
0.26	0.351219512
0.25	0.351219512
0.24	0.351219512
0.23	0.351219512
0.22	0.351219512
0.21	0.351219512
0.2	0.351219512
0.19	0.351219512
0.18	0.351219512
0.17	0.351219512
0.16	0.351219512
0.15	0.351219512
0.14	0.351219512
0.13	0.351219512
0.12	0.351219512
0.11	0.351219512
0.1	0.351219512
0.09	0.351219512
0.08	0.351219512
0.07	0.351219512
0.06	0.351219512
0.05	0.351219512
0.04	0.351219512
0.03	0.351219512
0.02	0.351219512
0.01	0.351219512
0	0.351219512
